l1tex__lsu_writeback_active_mem_lg.sum [cycle],"1,900"
l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed [%],0.15
l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed [%],0.56
l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed [%],8.89
l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed [%],0
l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed [%],0.56
l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.07
l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],1.04
l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.00
l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.07
l1tex__m_l1tex2xbar_write_bytes.sum [byte],256
l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed [%],0.00
l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Mbyte/s],4.04
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum [sector],8
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_bytes.sum [Kbyte],96.61
l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed [%],0.24
l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/s],1.52
l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed [%],0.24
l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed [%],3.87
l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed [%],0.24
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum [sector],"3,019"
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.24
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,"1,892"
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.15
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,4
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,"1,892"
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.15
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,0
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,4
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,0
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_texture.sum,0
l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_sector_hit_rate.pct [%],11.30
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct [%],11.21
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct [%],50
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct [%],0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum [sector],"3,400"
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum [sector],381
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum [sector],"3,019"
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum [sector],8
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum [sector],4
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum [sector],4
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum [sector],0
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.sum [cycle],0
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.02
l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.02
l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.02
l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.02
l1tex__throughput.avg.pct_of_peak_sustained_active [%],9.08
l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],0.56
l1tex__throughput.max.pct_of_peak_sustained_active [%],145.36
l1tex__throughput.max.pct_of_peak_sustained_elapsed [%],8.89
l1tex__throughput.min.pct_of_peak_sustained_active [%],0.25
l1tex__throughput.min.pct_of_peak_sustained_elapsed [%],0.02
l1tex__throughput.sum.pct_of_peak_sustained_active [%],9.08
l1tex__throughput.sum.pct_of_peak_sustained_elapsed [%],0.56
launch__block_dim_x [block],256
launch__block_dim_y [block],1
launch__block_dim_z [block],1
launch__block_size,256
launch__context_id,1
launch__device_id,0
launch__func_cache_config,CachePreferNone
launch__function_pcs,"13,36,54,53,61,68,192"
launch__grid_dim_x,1
launch__grid_dim_y,1
launch__grid_dim_z,1
launch__grid_size,1
launch__kernel_name,0
launch__occupancy_limit_blocks [block],16
launch__occupancy_limit_registers [block],10
launch__occupancy_limit_shared_mem [block],8
launch__occupancy_limit_warps [block],6
launch__occupancy_per_block_size,"2,338 {65}"
launch__occupancy_per_register_count,"4,976 {257}"
launch__occupancy_per_shared_mem_size,992 {200}
launch__registers_per_thread [register/thread],21
launch__registers_per_thread_allocated [register/thread],"6,144"
launch__shared_mem_config_size [Kbyte],8.19
launch__shared_mem_per_block [Kbyte/block],1.02
launch__shared_mem_per_block_allocated [Kbyte/block],1.02
launch__shared_mem_per_block_driver [Kbyte/block],1.02
launch__shared_mem_per_block_dynamic [byte/block],0
launch__shared_mem_per_block_static [byte/block],0
launch__sm_count [SM],16
launch__stream_id,7
launch__thread_count [thread],256
launch__uses_cdp,0
launch__uses_green_context,0
launch__uses_vgpu,0
launch__waves_per_multiprocessor,0.01
lts__average_gcomp_input_sector_success_rate.pct [%],0
lts__average_gcomp_output_sector_compression_achieved_rate.ratio,0
lts__cycles_active.avg [cycle],"13,329.92"
lts__cycles_active.max [cycle],"15,937"
lts__cycles_active.min [cycle],"10,692"
lts__cycles_active.sum [cycle],"1,59,959"
lts__cycles_elapsed.avg [cycle],"73,580"
lts__cycles_elapsed.max [cycle],"73,580"
lts__cycles_elapsed.min [cycle],"73,580"
lts__cycles_elapsed.sum [cycle],"8,82,960"
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],0.19
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],0.21
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],0.16
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],0.19
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],0.36
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],0.39
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],0.32
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],0.36
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors_fill_sysmem.sum.pct_of_peak_sustained_elapsed [%],0
lts__gcomp_input_sectors.sum [sector],0
lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed [%],0
lts__gcomp_input_sectors.sum.per_second [sector/s],0
lts__gcomp_output_sectors.sum [sector],0
lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed [%],0
lts__gcomp_output_sectors.sum.per_second [sector/s],0
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.44
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.49
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.39
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.44
lts__t_requests.sum [request],"1,829"
lts__t_requests_srcunit_tex.sum [request],976
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],0
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],0
lts__t_requests_srcunit_tex_op_read.sum [request],998
lts__t_requests_srcunit_tex_op_red.sum [request],0
lts__t_requests_srcunit_tex_op_write.sum [request],2
lts__t_sector_hit_rate.pct [%],35.24
lts__t_sector_op_read_hit_rate.pct [%],6.72
lts__t_sector_op_write_hit_rate.pct [%],223.68
lts__t_sectors.avg [sector],293.50
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],0.40
lts__t_sectors.avg.peak_sustained [sector/cycle],1
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors.max [sector],337
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],0.46
lts__t_sectors.min [sector],250
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],0.34
lts__t_sectors.sum [sector],"3,522"
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],0.40
lts__t_sectors.sum.per_second [sector/us],55.59
lts__t_sectors_aperture_device_lookup_miss.sum [sector],"3,136"
lts__t_sectors_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_data_ecc.sum [sector],0
lts__t_sectors_data_ecc.sum.per_second [sector/s],0
lts__t_sectors_evict_first_lookup_hit.sum [sector],"1,686"
lts__t_sectors_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_lookup_hit.sum [sector],433
lts__t_sectors_evict_normal_lookup_miss.sum [sector],"3,136"
lts__t_sectors_lookup_hit.sum [sector],"1,241"
lts__t_sectors_lookup_miss.sum [sector],"3,137"
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],0.34
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],0.38
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],0.29
lts__t_sectors_srcunit_tex.sum [sector],"3,027"
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],0.34
lts__t_sectors_srcunit_tex.sum.per_second [sector/us],47.77
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],8
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],8
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],251.58
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],283
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],216
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],0.34
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_tex_op_read.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/us],47.65
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],"3,019"
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],0.00
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_tex_op_write.sum [sector],8
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/ms],126.26
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0
