lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],8
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],8
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],0.15
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],0.24
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],0.12
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],0.15
lts__throughput.avg.pct_of_peak_sustained_elapsed [%],0.44
lts__throughput.max.pct_of_peak_sustained_elapsed [%],1.17
lts__throughput.min.pct_of_peak_sustained_elapsed [%],0.39
lts__throughput.sum.pct_of_peak_sustained_elapsed [%],0.44
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.35
lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed [%],1.17
lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.16
lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.35
memory_access_size_type,0 {10}
memory_access_type,0 {10}
memory_l1_tag_requests_global [sectors],"1,896 {10}"
memory_l1_wavefronts_shared [sectors],0
memory_l1_wavefronts_shared_ideal [sectors],0
memory_l2_theoretical_sectors_global [sectors],"3,408 {10}"
memory_l2_theoretical_sectors_global_ideal [sectors],"3,408 {10}"
memory_l2_theoretical_sectors_local [sectors],0
memory_type,0 {10}
numa__cpu_affinity,1
numa__dev_display_name_all,1
numa__id_cpu,1
numa__id_memory,1
nvlink__bandwidth,0
nvlink__count_logical,0
nvlink__count_physical,0
nvlink__destination_ports,0
nvlink__dev0Id,0
nvlink__dev0type,0
nvlink__dev1Id,0
nvlink__dev1type,0
nvlink__dev_display_name_all,1
nvlink__enabled_mask,0
nvlink__is_direct_link,0
nvlink__is_nvswitch_connected,0
nvlink__max_count,0
nvlink__peer_access,0
nvlink__peer_atomic,0
nvlink__source_ports,0
nvlink__system_access,0
nvlink__system_atomic,0
nvlrx__bytes.sum.per_second [byte/s],0
nvltx__bytes.sum.per_second [byte/s],0
pcie__read_bytes.avg.per_second [byte/s],0
pcie__read_bytes.max.per_second [byte/s],0
pcie__read_bytes.min.per_second [byte/s],0
pcie__read_bytes.sum.per_second [byte/s],0
pcie__write_bytes.avg.per_second [Mbyte/s],64.65
pcie__write_bytes.max.per_second [Mbyte/s],64.65
pcie__write_bytes.min.per_second [Mbyte/s],64.65
pcie__write_bytes.sum.per_second [Mbyte/s],64.65
pmsampling:sm__pipe_tensor_cycles_active_realtime.avg.pct_of_peak_sustained_elapsed [%],0 {316}
profiler__perfworks_session_reuse,0
profiler__pmsampler_buffer_size_bytes [Mbytes],4 {2}
profiler__pmsampler_ctxsw_0,1
profiler__pmsampler_ctxsw_1,1
profiler__pmsampler_dropped_samples [sample],0 {2}
profiler__pmsampler_interval_time [us],1 {2}
profiler__pmsampler_merged_samples [sample],0 {2}
profiler__pmsampler_pass_groups,2 {2}
profiler__replayer_bytes_mem_accessible.avg [Mbyte],8.99
profiler__replayer_bytes_mem_accessible.max [Mbyte],8.99
profiler__replayer_bytes_mem_accessible.min [Mbyte],8.99
profiler__replayer_bytes_mem_accessible.sum [Mbyte],332.81
profiler__replayer_bytes_mem_backed_up.avg [Mbyte],8.99
profiler__replayer_bytes_mem_backed_up.max [Mbyte],8.99
profiler__replayer_bytes_mem_backed_up.min [Mbyte],8.99
profiler__replayer_bytes_mem_backed_up.sum [Mbyte],332.81
profiler__replayer_passes [pass],37
profiler__replayer_passes_type_warmup [pass],0
profiler__timestamp_workload_end_0,1
profiler__timestamp_workload_end_1,1
profiler__timestamp_workload_start_0,1
profiler__timestamp_workload_start_1,1
sass__inst_executed_global_loads [inst],"1,892"
sass__inst_executed_global_stores [inst],4
sass__inst_executed_local_loads [inst],0
sass__inst_executed_local_stores [inst],0
sass__inst_executed_per_opcode,"16,652 {14}"
sass__inst_executed_per_opcode_with_modifier_all,"16,652 {23}"
sass__inst_executed_per_opcode_with_modifier_selective,"16,652 {16}"
sass__inst_executed_shared_loads [inst],0
sass__inst_executed_shared_stores [inst],0
sass__thread_inst_executed_true_per_opcode,"3,82,336 {14}"
sass__thread_inst_executed_true_per_opcode_with_modifier_all,"3,82,336 {23}"
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,"3,82,336 {16}"
sm__cycles_active.avg [cycle],"4,771.62"
sm__cycles_active.max [cycle],"76,346"
sm__cycles_active.min [cycle],0
sm__cycles_active.sum [cycle],"76,346"
sm__cycles_elapsed.avg [cycle],"78,004"
sm__cycles_elapsed.avg.per_second [Ghz],1.23
sm__cycles_elapsed.max [cycle],"78,016"
sm__cycles_elapsed.max.per_second [Ghz],1.23
sm__cycles_elapsed.min [cycle],"77,992"
sm__cycles_elapsed.min.per_second [Ghz],1.23
sm__cycles_elapsed.sum [cycle],"12,48,064"
sm__cycles_elapsed.sum.per_second [Ghz],19.70
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],0.33
sm__inst_executed.avg.per_cycle_active [inst/cycle],0.22
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],0.01
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],5.34
sm__inst_executed.max.per_cycle_active [inst/cycle],3.49
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],0.21
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed.min.per_cycle_active [inst/cycle],0
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],0
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],0.33
sm__inst_executed.sum.per_cycle_active [inst/cycle],3.49
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],0.21
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],0.02
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],0.34
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],0.02
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],0.02
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],6.82
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],109.06
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],6.82
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],0.00
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],0.06
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],0.00
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],0.01
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],0.77
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],12.39
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],0.77
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],9.08
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],0.56
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],145.36
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],8.89
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],9.08
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],0.56
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],0.00
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],0.04
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],0.00
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_issued.avg.pct_of_peak_sustained_active [%],5.47
sm__inst_issued.avg.per_cycle_active [inst/cycle],0.22
sm__inst_issued.max.pct_of_peak_sustained_active [%],87.45
sm__inst_issued.max.per_cycle_active [inst/cycle],3.50
sm__inst_issued.min.pct_of_peak_sustained_active [%],0
sm__inst_issued.min.per_cycle_active [inst/cycle],0
sm__inst_issued.sum.pct_of_peak_sustained_active [%],5.47
sm__inst_issued.sum.per_cycle_active [inst/cycle],3.50
sm__instruction_throughput.avg.pct_of_peak_sustained_active [%],6.82
sm__instruction_throughput.max.pct_of_peak_sustained_active [%],109.06
sm__instruction_throughput.min.pct_of_peak_sustained_active [%],0
sm__instruction_throughput.sum.pct_of_peak_sustained_active [%],6.82
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],0.33
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],5.35
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],0
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],0.33
sm__maximum_warps_avg_per_active_cycle [warp],48
sm__maximum_warps_per_active_cycle_pct [%],100
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],0.56
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],8.89
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],0.56
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.08
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],1.22
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],0
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.08
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],0.19
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],2.97
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],0
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],0.19
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.01
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.01
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],6.82
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.42
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],109.06
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],6.67
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],6.82
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.42
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],0.78
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.05
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],12.43
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.76
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],0.78
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.05
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.10
sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed [%],1.52
sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.10
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__sass_inst_executed_op_ldgsts_cache_access.sum [inst],0
sm__sass_inst_executed_op_ldgsts_cache_bypass.sum [inst],0
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum [byte],0
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.per_second [byte/s],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum [byte],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.per_second [byte/s],0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum [sector],0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum [sector],0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_thread_inst_executed_op_dfma_pred_on.avg.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.max.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.min.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained [inst/cycle],32
sm__sass_thread_inst_executed_op_ffma_pred_on.avg.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.max.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.min.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained [inst/cycle],"2,048"
sm__throughput.max.pct_of_peak_sustained_elapsed [%],8.89
sm__throughput.min.pct_of_peak_sustained_elapsed [%],0
sm__throughput.sum.pct_of_peak_sustained_elapsed [%],0.56
sm__warps_active.avg.pct_of_peak_sustained_active [%],8.33
sm__warps_active.avg.per_cycle_active [warp],4.00
sm__warps_active.max.pct_of_peak_sustained_active [%],133.31
sm__warps_active.max.per_cycle_active [warp],63.99
sm__warps_active.min.pct_of_peak_sustained_active [%],0
sm__warps_active.min.per_cycle_active [warp],0
sm__warps_active.sum.pct_of_peak_sustained_active [%],8.33
sm__warps_active.sum.per_cycle_active [warp],63.99
smsp__average_warp_latency_per_inst_issued.ratio [cycle],18.27
smsp__average_warps_active_per_inst_executed.ratio [cycle],18.31
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio [inst],0.07
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio [inst],0.00
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio [inst],0.00
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio [inst],0.19
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio [inst],14.35
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio [inst],0.08
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio [inst],0.00
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio [inst],1
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio [inst],0.01
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio [inst],2.53
smsp__branch_targets_threads_divergent [branches],0 {2}
smsp__cycles_active.avg [cycle],"4,737.02"
smsp__cycles_active.max [cycle],"75,869"
smsp__cycles_active.min [cycle],0
smsp__cycles_active.sum [cycle],"3,03,169"
smsp__cycles_elapsed.avg [cycle],"78,004"
smsp__cycles_elapsed.avg.per_second [Ghz],1.23
smsp__cycles_elapsed.max [cycle],"78,016"
smsp__cycles_elapsed.max.per_second [Ghz],1.23
smsp__cycles_elapsed.min [cycle],"77,992"
smsp__cycles_elapsed.min.per_second [Ghz],1.23
smsp__cycles_elapsed.sum [cycle],"49,92,256"
smsp__cycles_elapsed.sum.per_second [Ghz],78.79
smsp__inst_executed.avg [inst],260.19
smsp__inst_executed.max [inst],"4,163"
smsp__inst_executed.min [inst],0
smsp__inst_executed.sum [inst],"16,652"
smsp__inst_executed_op_branch.avg [inst],6.25
smsp__inst_executed_op_branch.max [inst],100
smsp__inst_executed_op_branch.min [inst],0
smsp__inst_executed_op_branch.sum [inst],400
smsp__inst_executed_op_generic_atom_dot_alu.sum [inst],0
smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_generic_atom_dot_cas.sum [inst],0
smsp__inst_executed_op_generic_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_global_red.sum [inst],0
smsp__inst_executed_op_global_red.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_ldgsts.sum [inst],0
smsp__inst_executed_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_ldsm.sum [inst],0
smsp__inst_executed_op_ldsm.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_shared_atom.sum [inst],0
smsp__inst_executed_op_shared_atom.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_atom_dot_alu.sum [inst],0
smsp__inst_executed_op_surface_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_atom_dot_cas.sum [inst],0
smsp__inst_executed_op_surface_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_ld.sum [inst],0
smsp__inst_executed_op_surface_ld.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_red.sum [inst],0
smsp__inst_executed_op_surface_red.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_st.sum [inst],0
smsp__inst_executed_op_surface_st.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_texture.sum [inst],0
smsp__inst_executed_op_texture.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_issued.avg [inst],260.81
smsp__inst_issued.max [inst],"4,173"
smsp__inst_issued.min [inst],0
smsp__inst_issued.sum [inst],"16,692"
smsp__issue_active.avg.pct_of_peak_sustained_active [%],5.51
smsp__issue_active.avg.per_cycle_active,0.06
smsp__issue_active.max.pct_of_peak_sustained_active [%],88.09
smsp__issue_active.max.per_cycle_active,0.88
smsp__issue_active.min.pct_of_peak_sustained_active [%],0
smsp__issue_active.min.per_cycle_active,0
smsp__issue_active.sum.pct_of_peak_sustained_active [%],5.51
smsp__issue_active.sum.per_cycle_active,3.52
smsp__issue_inst0.avg.pct_of_peak_sustained_active [%],94.49
smsp__issue_inst0.max.pct_of_peak_sustained_active [%],"1,513.53"
smsp__issue_inst0.min.pct_of_peak_sustained_active [%],0
smsp__issue_inst0.sum.pct_of_peak_sustained_active [%],94.49
smsp__maximum_warps_avg_per_active_cycle [warp],12
smsp__pcsamp_aggregated_passes [pass],2
smsp__pcsamp_buffer_size_bytes [Mbyte],33.55
smsp__pcsamp_dropped_bytes [byte],0
smsp__pcsamp_interval,5
smsp__pcsamp_interval_cycles [cycle],"1,024"
smsp__pcsamp_sample_count,74 {17}
smsp__pcsamp_warps_issue_stalled_barrier [warp],0 {17}
